Actual,Predicted
6.992,4.516648
15.0696,9.143096
-6.049,2.6937473
17.8152,15.476659
9.4392,8.593752
262.39,213.61327
-8.1312,-8.192074
-146.16,-136.64932
5.3964,8.260085
-2.6936,-31.661335
-29.6058,2.425222
20.6612,19.985043
11.086,10.417548
3.8272,5.2066655
-13.8432,-13.449632
2.7028,3.6000698
9.072,8.55316
38.9974,43.37102
7.1864,50.033028
10.8682,10.810188
23.7684,18.27659
46.5432,33.00433
40.1702,38.929607
12.8744,15.619758
-69.89,-370.83417
-94.5084,63.91929
-21.294,-10.218748
64.518,70.80997
-4.497,-20.611557
3.7856,5.108586
2.1588,-2.0303838
6.7188,14.310195
473.6106,370.04053
111.591,172.89896
66.6272,63.9266
15.4752,19.413612
-169.372,-315.0444
12.96,20.615444
6.7176,7.9198456
9.1746,15.907156
-17.9424,-13.682286
-191.619,-171.81564
2.2908,3.7602732
76.9816,48.182816
0.7704,1.4857633
84.0512,85.85918
47.061,42.023113
41.823,43.255108
5.8604,7.0548935
8.2992,7.7999744
-32.6646,-39.607964
34.974,18.480822
9.47,9.685131
7.106,7.2778587
10.881,12.28496
24.8832,25.34821
-53.7088,-63.030815
-3.312,-0.34377447
16.68,15.791762
3.86,4.362433
29.988,37.759968
14.2324,13.929718
19.188,24.81477
8.95,7.5635266
0.0,-64.42273
108.7996,86.96615
19.2384,18.45701
272.792,226.79158
-2.588,-3.7893198
187.797,176.28699
125.198,112.77073
0.6912,1.4857633
-8.05,-7.1793203
-55.256,-14.649268
12.1758,11.645009
69.1776,64.23818
2.1336,4.534956
20.5755,11.082365
-28.498,-42.56498
-4.0216,-4.885174
190.0206,210.51048
293.9804,282.98413
8.3754,8.160702
13.181,11.266759
16.146,16.391611
3.852,5.7259083
-14.5764,-6.0842166
7.0218,7.976577
18.018,13.778036
10.8,9.823601
5.4432,5.6864076
26.6304,24.094604
27.9936,26.088495
2.5056,3.2434368
63.6825,68.246346
6.8136,5.4797173
10.881,13.2117
3.7596,5.5440187
7.4872,7.6521616
7.2268,7.5532074
0.1512,0.938547
18.2112,17.41564
4.9648,5.819571
-14.3313,-13.0515585
37.495,47.82827
4.4344,6.055428
-2.0774,-6.8229227
3.1104,5.2246523
-12.075,-9.76147
28.13,11.448176
327.5922,353.82486
0.6696,-4.984323
55.896,188.84398
45.294,7.3963447
117.432,85.18215
20.1544,17.030144
84.5982,77.31176
12.0252,12.265409
22.9954,10.846649
9.3312,10.124957
6.7176,6.923619
6.9088,7.7999744
-4.908,6.3764205
3.504,4.3156805
7.8936,7.448389
4.3884,5.614899
15.093,12.468479
1.6588,4.534956
27.3182,25.73204
2.322,4.3245673
3.9312,5.2895308
5.373,6.294174
-7.2,-46.35528
3.2064,5.2246523
4.6088,6.0214224
84.51,137.77045
12.549,11.848203
-25.3764,-34.99548
3.1104,5.2246523
4.1472,4.734899
16.146,16.391611
1.3596,8.103348
27.4365,27.960114
1.017,5.559806
54.666,36.514545
16.1602,16.276255
1.365,4.534956
2.1684,3.2731614
-47.175,-43.940918
30.98,27.275156
182.3553,161.30779
8.3524,5.562967
9.855,9.014484
0.0,82.509155
5.4432,5.6864076
6.3504,7.261611
1.05,2.4241278
-127.372,-6.8396487
14.161,14.148273
209.993,297.661
44.3664,35.84558
2.7324,1.9716345
2.0388,3.3566673
7.9896,7.029641
3.7408,29.186764
26.1096,18.374203
85.1816,48.81572
251.202,216.13283
33.5892,13.095904
59.998,123.30024
9.5081,10.082977
4.872,6.0214224
1.8468,1.0060068
22.3734,20.61831
107.955,93.45323
6.6906,7.6896963
503.7822,554.9683
2.214,2.7279828
12.41,14.385229
-3.816,-6.0004272
6.4944,8.324482
47.8629,82.74183
-17.248,-14.066262
118.3413,106.94683
22.6737,32.28937
-8.2764,5.029341
3.8976,6.6218567
56.2032,63.01877
6.0114,4.700556
65.7342,65.38876
16.194,36.80588
7.2576,7.1699977
0.5998,7.5118155
-4.06,-2.1140914
1.5552,2.0208197
17.9982,19.599585
-199.5076,-156.61229
101.6508,95.57231
3.9498,5.0855494
2.9592,4.075925
1.7248,2.47315
57.5928,44.853703
-1.6752,-6.2706423
15.1158,20.35402
49.8042,65.90732
21.7728,22.540245
1.794,4.4096966
14.4,11.30734
20.7,21.16316
17.472,16.54214
7.209,7.6170774
-108.3348,-132.07451
53.8608,50.442635
3.7412,5.36348
3.5022,4.784142
8.4942,12.001745
6.2208,7.298624
8.236,7.1828313
-11.6512,-14.807189
6.2937,8.974001
17.3148,16.445526
7.1994,2.4539864
25.186,7.9995394
11.9952,11.701001
5.4432,5.6864076
7.5768,8.8399515
3.2872,4.3430734
40.0036,36.201786
3.3544,4.762972
31.8892,27.953854
17.6418,16.808685
0.307,1.4808327
14.7,12.052588
27.882,27.119457
3.348,3.6268547
-3.7715,1.0289612
2.256,12.890911
68.9631,64.55
-18.802,-13.626738
-11.322,-16.18926
6.8724,6.8695784
160.0398,79.28949
240.8595,175.5086
3.24,6.447836
0.6056,2.4832754
3.799,4.6501164
9.8418,10.156825
-6.3441,-12.887105
7.524,7.8228817
239.985,212.3575
11.8584,14.527291
210.594,138.85388
-7.7292,-2.211059
18.6624,18.028456
-16.38,-12.335209
5.952,7.928218
35.9964,35.805645
-14.34,7.729076
-14.1639,-20.605824
4.3368,3.7212365
0.5967,2.7161522
-32.48,-29.993912
39.948,25.491358
-2.1792,-5.71634
-2.6268,-5.9490557
459.396,542.4877
11.7568,8.722295
8.4784,27.677902
-1.0497,10.846649
23.9984,19.599585
3.7308,12.510736
5.7624,6.7842045
29.1456,24.286692
-8.6058,-11.112321
87.2842,63.985817
148.704,74.54841
5.5566,6.5297165
7.3528,8.808301
10.0485,17.299353
5.2332,8.360981
-179.776,-171.81564
103.8982,98.758286
87.5684,63.985817
0.834,2.0468736
5.9778,5.2206626
8.7138,9.498353
-12.796,-12.572867
1.7343,3.705225
39.4268,34.47334
12.1176,0.8771347
6.0726,7.448389
2.1,2.47315
54.5916,17.299353
9.7812,7.766744
-0.8999,5.0974135
21.7728,22.540245
9.3312,10.124957
-41.262,-68.172844
-4.577,-5.3276057
6.5754,7.540224
24.9366,18.389347
37.2204,32.191082
-17.4588,-6.0332313
-27.7158,-19.628088
-86.3664,-16.279568
0.9856,0.42475736
-50.304,-38.043797
-20.448,-15.064366
2.7166,3.7602732
-189.321,-111.590294
6.4128,7.2732735
-16.998,-15.311944
41.76,58.381393
-10.948,4.6811495
-0.8392,-2.1784527
331.191,309.01978
14.418,14.476048
-16.6012,-13.203595
6.253,5.916621
2.401,-2.002566
10.8136,7.9375606
5.193,6.0214224
1.4456,2.7279828
8.4966,15.403747
33.3576,35.742058
22.4448,22.540245
6.0632,7.7035294
22.6296,18.092436
35.0244,36.149773
7.0218,8.016185
110.1195,112.06778
-9.9705,-10.82635
3.8048,5.0234632
15.2544,17.389343
26.9973,19.599585
3.0498,3.5466905
-21.4704,12.205527
4.2048,4.3156805
2.99,4.5863695
2.352,4.5610104
45.1395,18.576593
25.2936,16.447123
-46.797,-50.096474
33.1584,14.066557
68.3332,46.411877
183.995,214.21225
2.3077,4.966456
14.161,14.148273
12.672,12.533907
4.485,5.665055
214.4675,239.77335
6.03,7.53883
-168.819,-241.23941
5.3196,5.488
6.8724,6.932054
132.5898,108.74397
16.6788,19.599585
14.2956,14.175331
-3.7296,-4.1497307
8.4528,9.0834875
-6.8634,-8.612398
2.0358,2.47315
4.1988,8.674607
1.638,2.7161522
21.645,43.524746
5.1042,5.680423
2.0748,3.1299362
-13.6461,10.846649
9.8784,11.180314
5.214,6.0214224
31.198,30.219406
-67.941,23.292622
5.3703,8.554351
1.9656,3.1628096
9.936,8.811716
2.7384,5.518751
143.6288,114.62963
10.8864,9.344322
33.93,27.220943
0.0,78.2334
-18.1176,-54.95933
81.8432,64.85839
-64.7748,-22.408134
6.7236,9.041679
7.776,9.836988
10.8864,9.344322
3.6288,4.6501164
0.3336,1.4750282
179.7488,154.50758
-4.7976,-12.932636
2.3892,3.9031117
53.9217,49.08505
14.501,23.876917
66.5408,-44.374416
35.8644,37.42013
45.528,43.638134
2.8536,3.8080206
3.6288,3.6161022
-417.0936,-417.0473
6.098,41.36887
5.1184,6.268121
3.4368,5.1776395
15.8158,13.621005
54.8613,43.25127
70.219,58.971745
7.209,7.6170774
41.934,42.661106
30.9504,36.4338
0.0,89.70047
-2.6892,-5.5352
79.8912,77.694275
8.2344,6.4285164
109.998,5.131841
51.759,51.704605
8.1216,7.7407866
4.7067,4.915999
-46.3998,-35.273003
54.6912,50.071552
7.2576,7.1699977
20.4525,17.220757
16.9975,32.044205
13.8915,9.475642
48.94,43.255108
11.5971,11.739547
5.98,7.1367354
-2.249,-10.370378
23.028,7.3655257
6.2995,10.290292
307.1448,228.65657
40.12,59.760406
47.92,30.47975
1.8,3.7677023
0.0,123.365395
3.29,2.6488047
1.0166,-0.16986877
22.518,12.633579
0.924,-0.09049949
-18.222,-37.197075
38.988,42.402264
125.5824,119.885574
-5.823,4.937302
31.2664,47.424408
6.924,7.0922966
52.5114,17.273893
0.8162,1.713777
65.978,39.435215
-77.625,-89.29459
34.96,26.593662
6.5538,4.383642
97.6524,65.5641
-48.5082,-15.806226
6.6846,6.7805576
7.2111,15.638898
-1.476,-5.71634
16.3352,12.468479
-1.8126,-1.5568827
79.1934,77.6988
-4.2222,-6.144449
2.2066,1.587843
219.6546,246.14714
7.3872,7.159921
9.7218,11.16656
24.4608,22.803556
1.6784,-2.211059
1.7919,3.3799274
-9.8463,-10.82635
54.3332,38.80804
74.0532,79.217735
75.68,173.43788
-90.3762,-41.11536
21.259,14.263318
-2.07,8.902012
12.9888,13.396698
6.2208,7.261611
-356.728,-480.56516
6.745,4.516648
9.8856,8.808301
34.4148,33.01361
-59.0571,-57.91808
160.623,85.74438
6.3504,7.261611
46.8996,71.54207
21.42,11.455696
14.547,5.8158536
83.284,77.975624
-30.245,10.501718
30.7008,27.656176
53.9946,22.714848
7.774,8.526534
22.0077,16.807901
6.6294,7.2287846
5.4896,4.3156805
48.906,32.753952
2.0592,27.677902
-7.0146,3.7382731
3.7436,4.8549433
1.4784,3.705225
-123.858,-171.81564
5.6,3.685098
9.039,10.124957
6.2016,6.812676
6.7915,6.9193816
2.19,-3.2580552
74.9985,69.23068
67.608,89.06396
4.5816,5.0943484
22.2,17.908493
3.504,3.661318
22.9488,26.414957
9.1296,8.841464
-10.0372,-10.82635
12.8256,3.316954
25.4384,29.4623
117.6147,80.84263
13.8915,9.475642
2.9568,3.838318
-14.5656,-12.335209
4.485,6.5163703
7.6416,3.941273
-20.4352,-17.43437
14.7668,11.2942915
35.6636,38.288887
41.986,38.221558
-107.9928,-94.069824
5.2272,9.11754
-81.94,-117.9549
6.795,7.252063
3.6156,3.7769501
7.049,4.9940767
14.8,12.139878
16.5888,19.710297
13.208,16.071985
-14.7594,-12.5679245
53.8048,49.236324
5.369,4.327772
20.6142,18.215296
68.6868,86.23094
70.008,63.325176
5.6448,6.8906236
2.3952,-2.2901788
15.8436,30.304821
91.9508,89.842064
70.5564,69.789055
3.4104,4.3430734
-21.0848,13.206318
11.5432,11.963175
5.2256,6.5297165
-24.803,-40.754612
96.416,89.597
87.4825,75.26291
7.056,6.9193816
193.32,187.58464
5.4332,5.9140067
-140.1408,-108.470695
0.666,3.0156944
46.3185,42.097282
0.7794,11.77953
3.857,3.9944172
124.68,232.49806
1.476,2.9827468
81.1314,90.98444
4.3296,5.0234632
6.8714,6.6548443
15.6744,15.467399
-8.5008,-13.463115
1.7248,2.47315
9.352,8.713827
125.3,124.463524
15.5232,14.426265
2.8224,3.7602732
4.6193,6.971193
0.5004,-2.3084602
7.986,8.10256
81.1734,79.94501
58.4962,54.731564
35.245,20.338804
120.9468,79.77149
173.235,138.09029
-694.2936,-309.3004
4.2224,5.5440187
-27.1296,-40.086292
5.4432,5.6864076
9.3312,10.124957
8.0766,4.3098617
9.5616,-6.5839806
5.8744,24.286692
138.417,118.15092
4.36,5.2197366
24.857,-13.463579
-2.6256,-3.5224838
1.5288,2.7279828
-79.908,-15.452791
5.4124,89.4593
21.0128,21.30948
14.4596,13.669902
33.5888,31.985716
-13.816,-13.495886
9.2176,8.538757
63.984,58.381844
-19.3382,-16.77745
7.605,6.7805576
2.2365,9.978655
2.891,5.294816
4.1328,5.5440187
12.1032,23.678337
-21.888,-18.073328
12.264,12.001745
496.0725,438.58966
47.98,43.37718
9.352,8.44354
-331.96,-442.6006
102.4998,87.00581
39.52,36.201347
2.87,2.5373318
87.9912,58.019238
48.94,43.255108
-131.951,-56.87064
22.6184,19.902178
7.264,6.597615
5.0232,2.7655768
108.1752,111.29233
1.1946,3.3739014
8.4888,6.781949
6.7236,9.041679
335.9944,339.10825
109.7544,106.91466
7.9704,6.8417344
5.3214,6.325733
1.69,-0.15311143
0.556,1.4750282
3.8024,3.6176314
4.9271,5.659045
6.7068,6.7991576
4.176,3.3037527
364.4595,552.9485
49.5552,50.990265
12.5118,10.316711
-52.3392,-61.980732
17.5344,15.476659
-7.3255,-7.174954
-3.6892,-4.1497307
21.06,21.16316
-247.7988,-243.23605
173.0316,176.28699
-1.8106,-3.4304292
-14.9877,7.8113246
7.1586,33.608624
-204.3145,-87.14768
7.2576,6.135987
-1.6764,-3.1463408
13.832,12.484411
1.8998,3.7542472
-2.6256,-3.574451
81.1314,87.313965
-8.6058,-10.7743845
-1.9272,-3.4304292
37.5624,39.24161
0.5904,1.4808327
-250.5408,-317.38553
116.3904,100.74686
24.5028,19.218876
3.717,4.7042236
9.198,9.338083
27.882,27.119457
71.2692,74.976654
-95.823,-9.686497
22.2264,21.621483
-13.3936,-13.0515585
1.375,2.8066967
9.63,10.058235
14.8344,17.389343
79.8912,77.694275
13.8528,-13.297858
8.991,10.124957
48.3771,40.29915
-6.8334,-7.9634356
3.21,4.6009326
2.808,4.7545624
3.0498,3.5466905
93.7688,37.59207
129.294,395.7309
3.475,0.22296408
3.1752,4.5343943
-12.208,-12.999593
-66.5088,-52.81067
17.3754,13.318316
51.1485,91.83448
329.994,318.9143
62.7004,51.444126
34.1784,51.34438
-13.938,-13.0515585
-3.5508,-4.1497307
0.6474,0.42475736
2.94,4.114787
6.4128,7.2732735
19.041,23.941004
4.0768,5.108586
16.5984,14.108786
50.5848,53.785805
90.735,104.00007
24.998,24.009413
0.365,-1.6072086
72.8088,74.872505
168.4704,165.87534
68.585,39.39445
-21.1596,-17.95316
0.868,2.7161522
214.76,128.76375
144.3546,104.89192
-67.6704,1.8796484
-4.455,-4.8332067
60.392,61.468643
-6.237,-6.67947
41.5773,43.31359
-17.7072,-14.807189
-2.5212,-2.4169936
-3.6212,-4.6444206
29.692,27.336348
39.3408,34.854282
38.97,39.554672
3.792,3.3112316
9.3312,10.124957
23.7744,21.434486
149.382,138.56369
33.6474,28.60951
4.5873,6.8224373
69.1008,62.90159
7.6146,8.016185
20.844,15.770203
20.163,13.720091
3.9312,5.2895308
52.493,46.49951
1.521,2.7161522
59.493,55.85293
3.3534,1.4182842
-0.7748,-5.1778736
67.495,72.85518
-325.572,33.3994
1.5795,2.9566932
0.8946,1.4750282
16.3352,12.468479
-0.6048,2.1007633
-3.5712,-5.71634
8.8686,7.7035294
124.485,122.82395
6.2208,7.261611
2.4824,3.3016253
18.447,21.804304
14.67,13.54614
90.7152,98.703064
-211.47,-209.38991
55.4364,55.436043
-51.294,16.935768
5.9136,6.30255
16.5354,17.234068
-7.656,-9.121271
7.434,7.713343
95.586,-6.155378
89.997,129.92317
349.3392,315.2936
4.914,3.6981704
37.9962,26.788733
318.3016,289.5588
2.9682,3.31954
35.6346,32.475067
48.3336,40.997627
79.758,86.23094
0.8382,2.2776158
11.2896,10.794257
19.6248,25.731478
2.4824,3.3016253
-97.176,15.226629
98.2722,105.06998
16.8237,12.899077
17.994,13.795051
361.2994,328.45694
51.4975,86.70534
19.7316,18.00376
6.2208,7.261611
8.0712,7.446973
11.6091,10.290292
35.156,24.336842
1.5522,1.713777
-0.3488,22.118145
16.5531,20.289213
5.2029,5.143535
9.0288,9.798785
321.84,222.89857
-49.5516,-48.051556
9.63,10.553534
16.68,15.791762
2.128,2.8938835
8.4942,12.001745
1.002,1.5360879
-0.7128,2.1007633
1.668,1.4857633
-22.62,-23.909113
3.4692,4.7042236
7.5087,7.17608
12.1348,12.198998
-8.7232,-45.578423
15.8631,5.4809713
15.0735,19.599585
19.458,18.924635
0.9995,1.996105
-5.4801,-48.227573
5.4432,5.6864076
54.9976,49.468296
2.034,11.273596
73.41,64.55
-4.7145,-6.0004272
19.755,7.02318
-6.098,7.024411
13.572,17.36294
9.5172,10.409454
-1.11,-12.7191515
3.666,4.2759233
68.976,64.23818
78.9412,73.36293
0.968,2.7161522
20.1558,7.6110663
74.975,82.683105
38.0864,24.170301
17.694,49.56396
3.7692,4.6501164
374.6286,391.7956
292.776,242.97379
-64.9376,-69.51006
219.4416,199.18626
100.196,138.50969
3.8073,7.9741964
28.0876,24.253637
43.9956,18.513006
2.3364,4.586015
-11.937,-11.6273985
-3.0396,-5.71634
3.7128,5.3872166
9.7152,6.9512486
45.294,23.292622
6.9372,6.9086576
113.998,54.810875
0.1533,1.4750282
-3.168,-3.7958126
1.3622,4.9604297
14.212,10.9155655
-15.08,-13.682286
3.7584,4.6501164
24.936,46.72425
-4.6464,-5.455179
18.8784,15.74972
2.3976,2.1007633
385.3752,243.40244
4.5588,11.455696
12.993,33.01361
92.5056,87.06048
-9.7902,-14.135246
160.623,85.74438
5.5071,6.268121
5.1948,6.049184
27.4344,25.623325
-120.372,-157.16554
23.9688,15.690156
14.9292,33.01361
2.3868,3.3489597
-18.4624,-15.012401
16.2204,11.056394
21.7728,22.540245
5.2332,8.360981
5.24,7.3950953
14.6825,20.941061
6.465,19.99838
3.3099,2.6241312
582.232,228.47414
13.4386,14.567128
8.9535,10.148057
11.8768,10.8044615
8.88,5.9783483
71.991,57.63893
54.3528,12.445325
6.534,6.3577905
6.715,5.4015193
21.4776,20.301361
5.4432,5.6864076
-3.2175,-10.420976
33.831,21.996283
-44.2782,-36.678574
27.4856,24.6354
56.1752,46.230267
25.5798,24.662058
75.5958,109.20869
18.9702,27.497952
6.304,44.784813
103.3116,91.12259
-35.5136,-28.496197
111.1035,127.128555
38.2095,45.741444
13.428,12.956512
3.1104,4.524131
64.7856,37.33296
34.9825,40.1717
15.9446,15.427672
-320.597,-278.70334
56.0547,40.194542
2.4012,3.7602732
10.584,9.981298
3.1032,7.2831235
6.6312,7.1251473
-2.0016,-3.4304292
7.6869,7.4190197
297.69,146.7373
3.15,2.8343868
7.6284,7.593979
30.7818,18.389347
4.5188,6.0214224
41.4456,37.83244
-4.1712,-4.813924
11.4516,28.364807
0.5992,1.4857633
35.6613,27.262175
67.992,39.47965
16.3172,8.380585
35.6346,31.36627
24.4768,30.282991
-26.624,-25.172777
-183.6324,-155.56891
11.7488,47.338993
6.2208,7.261611
12.7008,11.645009
25.7488,28.997534
1.375,1.5062963
8.5164,16.297075
43.706,51.35287
12.4416,12.510997
2.19,1.1497304
-9.153,5.2442613
-52.17,-37.597153
6.496,7.0922966
-39.9528,10.487894
4.004,3.941273
3.0338,0.9598145
14.7184,51.152977
0.4074,7.9375606
11.0264,12.109697
-192.0468,-130.62195
4.2336,4.444669
13.2,34.585884
1.3514,2.7219567
2.4675,1.918373
8.7372,7.908211
62.1414,64.41587
5.6448,5.9140067
16.704,13.50006
315.8118,268.6996
9.3312,10.124957
20.0851,17.76809
15.44,13.952604
18.1908,18.374203
5.7594,-6.3497853
-52.5481,-55.313034
55.845,60.11787
3.894,12.360955
17.27,15.427672
3.968,5.330246
21.2954,17.034575
10.5072,11.481333
8.1552,13.180748
207.147,98.22776
-73.8192,9.635258
6.9664,5.4015193
3.6288,4.574134
206.6232,225.13406
9.6632,10.124957
43.9956,18.513006
1.728,4.9604297
2.8884,4.1350045
39.8886,60.557568
176.8026,161.05225
49.3164,64.45572
-7.7247,77.95104
22.2352,12.485938
-2.918,7.474218
28.497,22.714848
25.1496,17.77184
5.4432,5.6864076
751.7601,585.7229
3.741,4.6009326
6.074,5.369648
32.936,32.14501
12.6392,10.412456
1.86,5.322359
79.8912,77.694275
61.3824,47.764217
-0.5964,-3.0943737
37.2186,23.187878
-17.592,-15.012401
3.9852,3.6473477
21.8192,24.286692
0.0,2.4832754
-0.3398,-5.1203957
4.0338,5.379274
26.0568,18.299364
7.152,8.093006
2.1492,4.534956
-71.99,-90.24021
97.1946,641.7071
300.735,183.30632
6.48,11.55681
190.3881,136.90302
35.0973,87.23548
21.7355,7.780914
26.3967,57.63893
9.936,8.811716
0.4984,2.7161522
13.4292,11.701001
-1.476,-3.1463408
54.3438,33.01361
14.3952,7.5118155
-10.0372,-10.82635
8.9208,9.38916
59.0352,61.064014
6.9258,7.2021227
5.1816,5.506241
17.22,15.537669
12.358,11.895358
5.4128,5.877759
-383.9904,-379.92468
1.6704,2.7279828
23.0864,21.80878
2.8912,4.075925
63.873,62.281364
5.9184,8.862791
15.992,-19.473019
38.08,57.63893
28.3095,30.797808
1.848,1.8724674
1.4652,3.3739014
7.98,8.191568
12.6813,10.38528
1.311,4.1094403
3.1104,5.2246523
59.373,84.83368
40.416,33.01361
22.3888,23.43286
4.704,5.93256
21.996,20.001081
1.652,3.3489597
635.495,447.53925
28.0784,17.264534
5.04,4.2703743
751.9624,621.0283
7.2144,4.911594
-31.9144,22.802645
38.1576,43.62435
27.3582,2.6761522
-4.2336,-4.97649
17.3754,13.318316
3.8682,6.3577905
32.3351,47.8964
207.8856,174.54764
49.4376,55.80308
-10.9611,-14.807189
10.92,10.475185
5.798,4.5840263
6.3936,4.3098617
21.5988,103.18508
13.9728,3.1090126
49.9704,49.876072
0.0,-21.786514
1.112,1.4750282
77.7519,79.49009
7.1864,51.152977
3.6322,5.107424
-8.5416,-29.056057
-172.557,-167.43236
3.363,0.96829015
15.8376,19.663172
-377.9892,-244.88457
48.7011,22.151886
8.9544,8.505173
-10.3936,-1.5255713
-32.3673,-2.4441864
54.2808,55.035507
23.0965,31.877499
-1.3208,-4.909685
20.84,12.360955
3.5948,2.048675
47.848,17.273893
2.9145,2.177143
11.7334,10.035396
-4.767,-2.0303838
4.8588,26.24778
1.7024,1.9726391
3.0144,3.3207765
26.564,29.845331
1.5444,20.62774
33.93,27.220943
5.7624,7.1283135
-52.632,-41.782722
-7.0532,-7.174954
-63.0056,-21.129776
-54.5496,-53.51682
-39.804,-36.678574
-59.373,-47.44749
78.672,80.183495
73.41,64.55
12.7008,11.645009
34.8128,24.286692
91.7728,77.88547
9.768,6.9857016
2.7072,4.514663
9.828,9.014484
5.56,5.0623245
20.21,18.02528
32.5376,25.950191
0.9282,2.1702924
23.55,18.299364
6.4944,7.857433
-24.4764,-23.543694
4.2336,6.655254
-32.784,-10.253505
-5.8496,-6.67947
12.4416,12.510997
24.8832,25.34821
17.37,15.725753
12.72,12.032375
5.1015,8.373859
3.6288,4.6501164
0.5508,3.3489597
4.168,-0.8497219
19.872,17.067541
4.6644,6.131133
176.386,162.28546
7.9527,7.8741665
1.5876,1.4857633
-67.137,-103.98003
-1.428,3.8572493
8.7384,5.3432293
27.3568,2.9012272
449.991,380.5594
130.87,85.141754
26.649,23.935102
-57.6312,6.8259654
33.3124,509.52206
75.5937,85.6495
0.0,-52.80776
9.3312,10.124957
79.794,67.77436
5.1408,6.9512486
50.396,53.19784
4.8118,5.0943484
11.5587,9.911841
14.148,12.312322
50.9898,39.01142
-52.3365,-42.739635
260.6112,473.75754
2.478,3.3489597
23.924,2.6452894
21.2512,22.452158
11.98,7.5118155
62.532,63.01877
36.3018,21.185356
3.36,3.0190861
9.2386,11.787974
9.0576,15.817895
222.588,160.88342
1.1016,3.3489597
3.1654,4.801066
113.9886,87.340576
6.567,7.6526637
6.615,5.526497
0.6192,1.5490714
7.272,7.431708
7.2298,7.448389
46.1184,43.255108
-337.806,71.43468
19.8276,18.46786
1.1656,3.3739014
163.1898,144.26308
18.447,21.284206
44.9616,34.81166
2.9646,4.1598854
50.9208,57.62085
14.43,54.709694
5.397,13.361861
140.9568,157.07066
-272.58,-122.49888
148.5106,139.01003
-99.1032,-97.25034
94.926,151.0118
-9.093,7.4359336
13.2522,14.371199
106.477,64.85839
5.7365,-0.43928793
2.691,5.157194
1.9024,2.800373
-462.8624,-369.8945
2.0492,5.151168
16.2688,13.255101
-5.8346,-42.56498
3.8529,5.2895308
5.1012,5.6864076
164.6316,158.04874
63.686,91.97334
14.1426,11.4825535
1.7739,2.800373
1.2948,1.6791698
33.3396,28.670351
303.3408,175.68439
16.65,16.54214
176.7864,139.74991
1.3677,2.714952
19.8254,19.073774
